Gender,Height,Weight,identifier,entry_dt
1,"72,50812038","216,2182301",A075,01-20-17
1,"71,2529856","204,6554938",A076,01-20-17
1,"71,80918689","200,9205712",A077,01-20-17
1,"72,24516548","220,9017699",A078,01-20-17
1,"66,51262766","196,4498603",A079,01-20-17
1,"66,029034","168,64081",A080,01-20-17
1,"67,57715394","181,432713",A081,01-20-17
1,"68,2465686","198,6586733",A082,01-20-17
1,"73,826127","237,9167359",A083,01-20-17
1,"69,80246436","173,0412559",A084,01-20-17
1,"65,95957778","160,6839166",A085,01-20-17
1,"71,07901758","188,6029191",A086,01-20-17
1,"66,59619654","208,345694",A087,01-20-17
1,"68,95153509","193,4351185",A088,01-20-17
1,"68,24446179","174,1096938",A089,01-20-17
1,"72,31682512","197,3685892",A090,01-20-17
1,"71,81542045","201,6206667",A091,01-20-17
1,"65,23704952","181,0119732",A092,01-20-17
1,"70,64053009","182,122486",A093,01-20-17
1,"64,7319256","177,5492634",A094,01-20-17
1,"67,10355118","164,9745807",A095,01-20-17
1,"65,11748489","165,7171122",A096,01-20-17
1,"71,70123402","193,0941635",A097,01-20-17
1,"66,83287821","180,683887",A098,01-20-17
1,"66,47127526","172,7737229",A099,01-20-17
1,"69,41152622","177,4706162",A100,01-20-17
1,"70,05217747","200,8187373",A101,01-20-17
1,"66,74360465","167,7397753",A102,01-20-17
1,"66,27432912","154,3956248",A103,01-20-17
1,"68,32844799","177,9847286",A104,01-20-17
1,"70,0758882","183,938857",A105,01-20-17
1,"68,73298815","179,2047821",A106,01-20-17
1,"67,55605126","158,5679874",A107,01-20-17
1,"66,25363253","166,5035316",A108,01-20-17
1,"69,18220268","171,9836776",A109,01-20-17
1,"67,60910494","174,3641824",A110,01-20-17
1,"69,29273802","187,7453519",A111,01-20-17
1,"68,19068401","201,4879624",A112,01-20-17
1,"71,6070858","204,9270121",A113,01-20-17
1,"69,19685751","178,6855465",A114,01-20-17
1,"67,26196098","164,0144277",A115,01-20-17
1,"73,6851934","223,2700044",A116,01-20-17
1,"69,53721501","202,9583063",A117,01-20-17
1,"68,31155984","189,3917856",A118,01-20-17
1,"67,73896347","178,1705556",A119,01-20-17
1,"71,7057626","223,2993352",A120,01-20-17
1,"63,6322646","167,0287067",A121,01-20-17
1,"68,72119846","180,468682",A122,01-20-17
1,"66,94934165","164,4391456",A123,01-20-17
1,"62,70698974","149,9696184",A124,01-20-17
1,"72,25840892","192,9102666",A125,01-20-17
1,"70,90865306","201,8839987",A126,01-20-17
1,"67,6098436","179,868026",A127,01-20-17
1,"70,80155896","196,4677247",A128,01-20-17
1,"69,30476905","187,5516495",A129,01-20-17
1,"66,24289834","171,6931597",A130,01-20-17
1,"67,49219298","191,6996048",A131,01-20-17
1,"65,80624829","165,8506478",A132,01-20-17
1,"71,44370566","185,6627413",A133,01-20-17
1,"68,46440582","178,2818007",A134,01-20-17
1,"63,9879246","150,9790513",A135,01-20-17
1,"71,00189769","209,9293234",A136,01-20-17
1,"68,13972419","174,1578043",A137,01-20-17
1,"68,39540025","179,8789771",A138,01-20-17
1,"68,09621975","167,7471412",A139,01-20-17
1,"68,14059036","183,0446604",A140,01-20-17
1,"68,86009031","169,5568208",A141,01-20-17
1,"66,14885254","173,4316727",A142,01-20-17
1,"66,20603205","180,8895546",A143,01-20-17
1,"67,43212021","183,5089329",A144,01-20-17
1,"69,47110603","205,9779102",A145,01-20-17
1,"70,51585969","183,7598452",A146,01-20-17
1,"71,33837604","201,9544955",A147,01-20-17
1,"71,00194477","216,1200947",A148,01-20-17
1,"66,20234771","159,3903237",A149,01-20-17
1,"72,54330705","210,3364247",A150,01-20-17
1,"67,47935176","178,6183502",A151,01-20-17
1,"65,35041056","146,7397976",A152,01-20-17
1,"70,84406242","195,937015",A153,01-20-17
1,"69,93847526","170,1758538",A154,01-20-17
1,"64,73981548","169,6540541",A155,01-20-17
1,"69,30840288","198,3786936",A156,01-20-17
1,"68,83846286","179,9077169",A157,01-20-17
1,"61,93732327","147,2636865",A158,01-20-17
1,"68,59333554","176,9842511",A159,01-20-17
1,"65,21857558","185,4677884",A160,01-20-17
1,"64,33364811","177,4938023",A161,01-20-17
1,"68,7489067","169,8274774",A162,01-20-17
1,"72,4896554","198,5816982",A163,01-20-17
1,"67,23393092","203,3503393",A164,01-20-17
1,"67,26360484","193,2176727",A165,01-20-17
1,"65,11850428","178,1349452",A166,01-20-17
1,"66,26282004","162,7795834",A167,01-20-17
1,"67,70167966","159,2865106",A168,01-20-17
1,"65,53069597","172,114312",A169,01-20-17
1,"69,86896981","201,8370426",A170,01-20-17
1,"68,48187536","170,3523296",A171,01-20-17
1,"72,21396335","205,3897607",A172,01-20-17
1,"68,17953269","169,7877681",A173,01-20-17
1,"71,98120654","200,4373105",A174,01-20-17
1,"66,06513673","178,588954",A175,01-20-17
1,"66,65616417","168,0140297",A176,01-20-17
1,"67,5994242","177,7664258",A177,01-20-17
1,"68,24594409","193,277624",A178,01-20-17
1,"64,80862144","162,3795406",A179,01-20-17
1,"67,49221827","183,3838244",A180,01-20-17
1,"68,18073071","181,0560953",A181,01-20-17
1,"69,5533849","210,871799",A182,01-20-17
1,"66,40224967","165,5684991",A183,01-20-17
1,"66,59215711","196,1484498",A184,01-20-17
1,"71,93588658","202,0464252",A185,01-20-17
1,"68,28704173","170,4136025",A186,01-20-17
1,"69,9554512","201,9480853",A187,01-20-17
1,"71,85112915","193,3869846",A188,01-20-17
1,"65,75549864","179,8556896",A189,01-20-17
1,"67,03185208","156,489935",A190,01-20-17
1,"76,70983486","235,0354188",A191,01-20-17
1,"72,57112137","230,560535",A192,01-20-17
1,"69,7288049","203,895655",A193,01-20-17
1,"72,799224","218,2163966",A194,01-20-17
1,"72,53935407","222,6671779",A195,01-20-17
1,"72,29474338","208,4748659",A196,01-20-17
1,"67,25332482","180,77978",A197,01-20-17
1,"75,94446038","231,9247485",A198,01-20-17
1,"66,31623192","170,5938581",A199,01-20-17
1,"71,15605349","188,2714563",A200,01-20-17
1,"71,19220229","196,0615292",A201,01-20-17
1,"72,19751201","214,6035842",A202,01-20-17
1,"75,14082143","224,1242713",A203,01-20-17
1,"64,41152936","158,5793973",A204,01-20-17
1,"64,73442436","166,5011147",A205,01-20-17
1,"63,41458714","160,1406156",A206,01-20-17
1,"67,84866523","176,1726343",A207,01-20-17
1,"65,93178483","174,4852947",A208,01-20-17
1,"70,96655044","193,9064988",A209,01-20-17
1,"67,58074728","186,9916067",A210,01-20-17
1,"68,58927044","173,5957961",A211,01-20-17
1,"70,32475344","193,3465603",A212,01-20-17
1,"72,39448041","208,436509",A213,01-20-17
1,"70,82085671","206,0329778",A214,01-20-17
1,"65,90330126","172,575231",A215,01-20-17
1,"74,79537502","232,6354028",A216,01-20-17
1,"67,68091903","177,2401455",A217,01-20-17
1,"67,15596277","175,6466902",A218,01-20-17
1,"71,77484122","212,6261023",A219,01-20-17
1,"64,66523194","166,969204",A220,01-20-17
1,"68,12276836","196,4144153",A221,01-20-17
1,"66,78692724","165,4312422",A222,01-20-17
1,"66,80584984","176,5658186",A223,01-20-17
1,"67,8860138","174,6520347",A224,01-20-17
1,"69,17357692","195,2375293",A225,01-20-17
1,"70,22492333","205,6844384",A226,01-20-17
1,"64,85579918","158,3414424",A227,01-20-17
1,"67,82109327","169,0810083",A228,01-20-17
1,"63,44024747","135,6558759",A229,01-20-17
1,"71,84843485","218,1574695",A230,01-20-17
1,"66,72807365","155,8995413",A231,01-20-17
1,"71,96830565","201,5281774",A232,01-20-17
1,"76,02134748","235,9260606",A233,01-20-17
1,"71,47610128","195,3926176",A234,01-20-17
1,"67,36980864","176,6361636",A235,01-20-17
1,"70,55524376","198,4602486",A236,01-20-17
1,"69,86710128","185,71691",A237,01-20-17
1,"67,94757004","177,3477798",A238,01-20-17
1,"74,10455886","215,7597035",A239,01-20-17
1,"69,1678363","187,0224203",A240,01-20-17
1,"66,55722857","171,5878843",A241,01-20-17
1,"66,70160499","172,8398091",A242,01-20-17
1,"67,24606495","168,2802869",A243,01-20-17
1,"69,05138548","163,8204889",A244,01-20-17
1,"70,67274718","190,0234342",A245,01-20-17
1,"65,49899512","156,8699517",A246,01-20-17
1,"65,18722085","172,6064826",A247,01-20-17
1,"67,56814301","169,063983",A248,01-20-17
1,"73,81538569","231,3745081",A249,01-20-17
1,"71,60656421","207,2504768",A250,01-20-17
1,"67,72474924","172,1527722",A251,01-20-17
1,"68,23113195","199,827758",A252,01-20-17
1,"65,92942171","168,0904122",A253,01-20-17
1,"71,54849571","197,8196148",A254,01-20-17
1,"69,16438112","196,892315",A255,01-20-17
1,"68,59765932","180,2217801",A256,01-20-17
1,"71,05751089","189,1340124",A257,01-20-17
1,"63,64405958","158,4227173",A258,01-20-17
1,"71,1824554","208,9226827",A259,01-20-17
1,"66,12867317","187,1411195",A260,01-20-17
1,"65,05737312","157,5824315",A261,01-20-17
1,"68,09137436","181,644445",A262,01-20-17
1,"70,9931439","204,7466782",A263,01-20-17
1,"74,22117488","231,1301898",A264,01-20-17
1,"69,32711818","186,2584296",A265,01-20-17
1,"64,93134219","181,0938696",A266,01-20-17
1,"68,34684231","198,9209797",A267,01-20-17
1,"70,92912508","203,3704632",A268,01-20-17
1,"61,4778092","161,0287521",A269,01-20-17
1,"68,49081272","189,8066818",A270,01-20-17
1,"72,04988987","200,2028285",A271,01-20-17
1,"72,52166703","221,8626503",A272,01-20-17
1,"71,23391139","214,0601482",A273,01-20-17
1,"72,25911519","201,7014216",A274,01-20-17
1,"67,5650399","187,1870936",A275,01-20-17
1,"72,26760699","196,5274669",A276,01-20-17
1,"62,600248","151,7207037",A277,01-20-17
1,"66,23643729","167,2975303",A278,01-20-17
1,"69,65043741","198,843696",A279,01-20-17
1,"69,28592141","178,789548",A280,01-20-17
1,"70,72527874","193,5392521",A281,01-20-17
1,"68,82861496","197,737905",A282,01-20-17
1,"66,01442823","184,4618115",A283,01-20-17
1,"66,41488206","155,1947717",A284,01-20-17
1,"66,61562439","160,9919899",A285,01-20-17
1,"68,03482178","189,0844617",A286,01-20-17
1,"70,50239804","172,9857771",A287,01-20-17
1,"69,15772949","195,8952569",A288,01-20-17
1,"70,79502261","215,7464553",A289,01-20-17
1,"65,19437712","166,7073731",A290,01-20-17
1,"74,78571432","239,4643429",A291,01-20-17
1,"71,06690628","184,2792458",A292,01-20-17
1,"69,33419779","199,9838909",A293,01-20-17
1,"69,89920395","191,4122311",A294,01-20-17
1,"64,42519379","169,1094014",A295,01-20-17
1,"67,8521307","194,7445225",A296,01-20-17
1,"67,54906949","183,2665331",A297,01-20-17
1,"74,76744684","210,3699087",A298,01-20-17
1,"71,41894599","198,0424839",A299,01-20-17
1,"67,12034439","172,6640904",A300,01-20-17
1,"69,85958791","197,0708562",A301,01-20-17
1,"68,43081339","190,50581",A302,01-20-17
1,"67,93348261","184,5554831",A303,01-20-17
1,"68,49534316","179,9298166",A304,01-20-17
1,"65,24414341","159,5032198",A305,01-20-17
1,"70,18535205","197,8845071",A306,01-20-17
1,"71,10413316","217,2696052",A307,01-20-17
1,"68,44757854","187,907426",A308,01-20-17
1,"65,42057682","176,8616842",A309,01-20-17
1,"67,70078811","185,1482021",A310,01-20-17
1,"74,22306306","223,3080403",A311,01-20-17
1,"71,16724587","206,9429818",A312,01-20-17
1,"67,23077189","171,0169406",A313,01-20-17
1,"67,88055919","175,222848",A314,01-20-17
1,"67,37637547","173,3103956",A315,01-20-17
1,"68,76124693","181,1259735",A316,01-20-17
1,"71,7052725","202,6090083",A317,01-20-17
1,"69,38099479","199,85092",A318,01-20-17
1,"73,71652763","223,5147223",A319,01-20-17
1,"69,45337621","219,2617067",A320,01-20-17
1,"70,78628981","211,2160809",A321,01-20-17
1,"71,76846374","200,798983",A322,01-20-17
1,"69,34345396","208,8097753",A323,01-20-17
1,"65,28602551","161,4200817",A324,01-20-17
1,"70,92184441","207,8359446",A325,01-20-17
1,"68,59666269","180,8312378",A326,01-20-17
1,"68,60379643","176,8154762",A327,01-20-17
1,"69,47874412","194,6037685",A328,01-20-17
1,"65,93089621","163,0084317",A329,01-20-17
1,"68,5233453","173,2706572",A330,01-20-17
1,"73,92912413","215,6200354",A331,01-20-17
1,"71,19793782","210,134529",A332,01-20-17
1,"66,55658687","185,0423241",A333,01-20-17
1,"71,74227623","187,9653554",A334,01-20-17
1,"69,74482933","188,1811248",A335,01-20-17
1,"66,75065413","179,5420171",A336,01-20-17
1,"69,69242226","211,718429",A337,01-20-17
1,"70,40351683","197,6921421",A338,01-20-17
1,"69,01973611","186,287992",A339,01-20-17
1,"64,73228716","166,1060724",A340,01-20-17
1,"70,99807444","188,81177",A341,01-20-17
1,"64,45981425","161,3787732",A342,01-20-17
1,"69,74952258","193,4762588",A343,01-20-17
1,"71,52684881","189,2822461",A344,01-20-17
1,"68,32791586","207,7849246",A345,01-20-17
1,"70,76472016","199,3230943",A346,01-20-17
1,"71,41904963","209,8582566",A347,01-20-17
1,"69,39047409","180,1754728",A348,01-20-17
1,"72,00173222","196,2144145",A349,01-20-17
1,"69,19147497","189,4388404",A350,01-20-17
1,"66,16636328","165,5146074",A351,01-20-17
1,"67,272143","182,3943347",A352,01-20-17
1,"70,9158354","189,5576375",A353,01-20-17
1,"69,11988779","189,6259141",A354,01-20-17
1,"67,40902587","170,1913254",A355,01-20-17
1,"72,93864904","216,0974547",A356,01-20-17
1,"70,4909287","177,0677744",A357,01-20-17
1,"69,00825946","196,0511888",A358,01-20-17
1,"66,76210992","167,7004962",A359,01-20-17
1,"69,12066373","179,6078701",A360,01-20-17
1,"73,12626719","220,6614051",A361,01-20-17
1,"67,4868239","164,2952413",A362,01-20-17
1,"64,95507833","156,5447863",A363,01-20-17
1,"67,78248907","183,681029",A364,01-20-17
1,"67,6623988","170,3054935",A365,01-20-17
1,"66,47639701","168,6272639",A366,01-20-17
1,"72,9870702","209,6379745",A367,01-20-17
1,"69,56323228","195,346027",A368,01-20-17
1,"71,00356014","194,3226014",A369,01-20-17
1,"69,91563736","219,3679167",A370,01-20-17
1,"71,69714179","205,1617483",A371,01-20-17
1,"67,64994086","178,8826337",A372,01-20-17
1,"68,29555456","181,7249315",A373,01-20-17
1,"68,68725567","203,5603338",A374,01-20-17
1,"68,91577165","165,1558987",A375,01-20-17
1,"68,96087967","197,9314296",A376,01-20-17
1,"67,2472352","173,284033",A377,01-20-17
1,"68,91586364","183,9477889",A378,01-20-17
1,"65,8385445","139,5340469",A379,01-20-17
1,"64,67107555","160,1885313",A380,01-20-17
1,"66,29589772","163,6040022",A381,01-20-17
1,"67,09758575","193,9551074",A382,01-20-17
1,"66,99828973","189,8933425",A383,01-20-17
1,"70,9619709","184,223932",A384,01-20-17
1,"68,4208722","190,7955422",A385,01-20-17
1,"67,65252759","188,2006794",A386,01-20-17
1,"75,62019316","226,2077799",A387,01-20-17
1,"70,54924202","197,8793731",A388,01-20-17
1,"68,89083891","190,5134869",A389,01-20-17
1,"68,28453192","176,2465834",A390,01-20-17
1,"64,99507826","177,7270945",A391,01-20-17
1,"65,57577154","173,6915922",A392,01-20-17
1,"69,30608824","210,4636875",A393,01-20-17
1,"65,70471542","170,1005633",A394,01-20-17
1,"67,80399101","173,4598918",A395,01-20-17
1,"69,21614731","184,9366903",A396,01-20-17
1,"68,01500601","194,2869459",A397,01-20-17
1,"61,92694894","149,1496848",A398,01-20-17
1,"67,26636272","192,4707696",A399,01-20-17
1,"67,67682185","179,750808",A400,01-20-17
1,"69,97090362","202,863293",A401,01-20-17
1,"65,31346154","163,3573315",A402,01-20-17
1,"71,90600544","217,0277146",A403,01-20-17
1,"66,23390404","183,1612325",A404,01-20-17
1,"65,81494282","166,5836105",A405,01-20-17
1,"72,84494786","205,2508892",A406,01-20-17
1,"70,94944345","189,7030888",A407,01-20-17
1,"71,34380763","218,5863364",A408,01-20-17
1,"71,05566416","203,139433",A409,01-20-17
1,"61,92554729","139,9050703",A410,01-20-17
1,"68,76245756","196,2938059",A411,01-20-17
1,"67,58394143","179,9370112",A412,01-20-17
1,"67,36169467","164,1459224",A413,01-20-17
1,"65,87915656","168,1748644",A414,01-20-17
1,"68,69476215","189,7425419",A415,01-20-17
1,"69,53486155","195,1703915",A416,01-20-17
1,"66,63469083","190,4679588",A417,01-20-17
1,"69,80990157","204,4265983",A418,01-20-17
1,"68,67987369","196,1516228",A419,01-20-17
1,"71,61517875","209,6707739",A420,01-20-17
1,"69,68979533","190,9334005",A421,01-20-17
1,"70,90108637","197,9448324",A422,01-20-17
1,"68,00581399","186,7803378",A423,01-20-17
1,"70,61574398","188,6638321",A424,01-20-17
1,"71,57119416","176,3766428",A425,01-20-17
1,"73,01286326","209,3294834",A426,01-20-17
1,"60,74811787","136,1678657",A427,01-20-17
1,"69,08211963","190,9351825",A428,01-20-17
1,"69,33873763","191,4456543",A429,01-20-17
1,"67,75713771","184,9382299",A430,01-20-17
1,"76,02708186","232,313471",A431,01-20-17
1,"72,22761616","201,778854",A432,01-20-17
1,"68,92104135","188,3288071",A433,01-20-17
1,"65,33492768","174,6556973",A434,01-20-17
1,"65,93240345","183,9433388",A435,01-20-17
1,"70,46668931","187,517442",A436,01-20-17
1,"73,18104362","213,8474529",A437,01-20-17
1,"68,55087969","175,2195188",A438,01-20-17
1,"68,52940825","169,5448054",A439,01-20-17
1,"63,59645542","144,5919224",A440,01-20-17
1,"67,14424123","175,6791902",A441,01-20-17
1,"70,81637062","197,1984016",A442,01-20-17
1,"73,53028481","222,9259167",A443,01-20-17
1,"66,14106892","165,4045453",A444,01-20-17
1,"67,90684975","170,4172312",A445,01-20-17
1,"71,43337582","216,6339997",A446,01-20-17
1,"67,1126798","173,7075042",A447,01-20-17
1,"73,28391797","217,8960397",A448,01-20-17
1,"63,67258315","161,0131458",A449,01-20-17
1,"69,2253203","193,7563258",A450,01-20-17
1,"69,67012402","177,1191607",A451,01-20-17
1,"70,48544817","204,8274497",A452,01-20-17
1,"69,00467787","176,7318925",A453,01-20-17
1,"68,45789401","192,7618857",A454,01-20-17
1,"66,02473378","166,9610205",A455,01-20-17
1,"69,31816913","186,7379955",A456,01-20-17
1,"69,07774056","188,5061787",A457,01-20-17
1,"73,56227037","208,3614918",A458,01-20-17
1,"66,08768889","161,4958143",A459,01-20-17
1,"73,52598433","214,9664592",A460,01-20-17
1,"69,67906022","205,1334355",A461,01-20-17
1,"66,67678112","183,1973068",A462,01-20-17
1,"72,96166547","208,8950443",A463,01-20-17
1,"68,24687214","207,9255765",A464,01-20-17
1,"71,95662589","210,6638278",A465,01-20-17
1,"71,05863335","204,2728377",A466,01-20-17
1,"66,97694995","195,1987301",A467,01-20-17
1,"68,47800208","190,6860225",A468,01-20-17
1,"71,28444139","199,6353266",A469,01-20-17
1,"64,98045629","166,8215473",A470,01-20-17
1,"66,76188387","178,797509",A471,01-20-17
1,"68,76616172","185,7721575",A472,01-20-17
1,"68,99254357","193,7549909",A473,01-20-17
1,"71,2951946","228,8005161",A474,01-20-17
1,"69,0494784","192,3497017",A475,01-20-17
1,"66,54148202","175,9834911",A476,01-20-17
1,"68,51552345","176,1412392",A477,01-20-17
1,"67,45971531","177,4825249",A478,01-20-17
1,"71,35738241","201,7607769",A479,01-20-17
1,"68,59040604","176,8430799",A480,01-20-17
1,"69,73608671","185,5242604",A481,01-20-17
1,"69,83385707","188,041029",A482,01-20-17
1,"72,41058576","189,3844383",A483,01-20-17
1,"65,43459687","166,096744",A484,01-20-17
1,"66,26765677","170,2501787",A485,01-20-17
1,"69,97430087","212,804259",A486,01-20-17
1,"71,20919422","196,1455062",A487,01-20-17
1,"69,93740019","202,2790697",A488,01-20-17
1,"71,38602219","201,3320069",A489,01-20-17
1,"64,58878167","158,4540944",A490,01-20-17
1,"68,79298442","174,4894863",A491,01-20-17
1,"68,44574673","183,7833827",A492,01-20-17
1,"69,20157812","188,1035061",A493,01-20-17
1,"69,42601731","176,1934298",A494,01-20-17
1,"69,6062252","194,2007119",A495,01-20-17
1,"72,88170697","194,1995089",A496,01-20-17
1,"62,17833122","145,8988424",A497,01-20-17
1,"68,87470662","191,8337092",A498,01-20-17
1,"71,08008356","209,8535536",A499,01-20-17
1,"72,18253412","201,2614644",A500,01-20-17
1,"72,06275498","208,7818534",A501,01-20-17
1,"67,38005789","182,6734054",A502,01-20-17
1,"67,93463453","166,4350688",A503,01-20-17
1,"70,80193026","193,3935426",A504,01-20-17
1,"65,54912127","178,4481797",A505,01-20-17
1,"70,19122448","205,9417907",A506,01-20-17
1,"71,77899537","199,2098424",A507,01-20-17
1,"68,13028842","192,0295666",A508,01-20-17
1,"68,35948256","175,2608644",A509,01-20-17
1,"66,09035701","170,0064451",A510,01-20-17
1,"71,58012314","205,3475962",A511,01-20-17
1,"73,53666772","196,0432951",A512,01-20-17
1,"71,11553184","208,1452566",A513,01-20-17
1,"70,79430255","202,8907578",A514,01-20-17
1,"71,72906048","188,595024",A515,01-20-17
1,"63,19653037","162,4297274",A516,01-20-17
1,"68,10111341","182,8523991",A517,01-20-17
1,"65,85609973","157,3174614",A518,01-20-17
1,"68,3464565","178,6759921",A519,01-20-17
1,"69,56022893","187,2174859",A520,01-20-17
1,"68,72830407","171,6209666",A521,01-20-17
1,"70,15827765","200,5341783",A522,01-20-17
1,"68,92333665","193,9273604",A523,01-20-17
1,"64,3001742","155,489729",A524,01-20-17
1,"70,45563306","192,527905",A525,01-20-17
1,"68,62406319","159,8624674",A526,01-20-17
1,"69,66475174","176,2592744",A527,01-20-17
1,"69,05888454","171,7089263",A528,01-20-17
1,"67,22698623","181,7096189",A529,01-20-17
1,"66,11579969","171,3866592",A530,01-20-17
1,"68,61738735","179,1320246",A531,01-20-17
1,"69,24901281","187,4693714",A532,01-20-17
1,"69,64190618","182,0045223",A533,01-20-17
1,"72,79702836","214,4740355",A534,01-20-17
1,"75,04399507","208,526427",A535,01-20-17
1,"70,97268413","190,2219929",A536,01-20-17
1,"74,38801243","217,1437905",A537,01-20-17
1,"64,36216387","156,0738985",A538,01-20-17
1,"71,32700107","206,3851911",A539,01-20-17
1,"67,17202444","178,1527814",A540,01-20-17
1,"74,40167189","228,8383958",A541,01-20-17
1,"63,86792096","174,4733629",A542,01-20-17
1,"68,88599177","164,2149026",A543,01-20-17
1,"72,13199022","212,1572757",A544,01-20-17
1,"68,40372617","206,0149398",A545,01-20-17
1,"65,09265639","167,433533",A546,01-20-17
1,"69,22967912","195,2186397",A547,01-20-17
1,"71,94778826","209,1754891",A548,01-20-17
1,"67,46299066","182,3012856",A549,01-20-17
1,"69,31290864","190,1851469",A550,01-20-17
1,"63,73104817","160,3449039",A551,01-20-17
1,"60,6798174","129,3010238",A552,01-20-17
1,"70,66332308","195,6263191",A553,01-20-17
1,"67,59403113","186,7514169",A554,01-20-17
1,"74,64950788","227,5006451",A555,01-20-17
1,"70,46707885","197,187532",A556,01-20-17
1,"71,94401052","209,5562827",A557,01-20-17
1,"74,02575081","209,7592721",A558,01-20-17
1,"70,78222816","220,4367864",A559,01-20-17
1,"64,72725696","169,207937",A560,01-20-17
1,"68,38302408","185,8456168",A561,01-20-17
1,"71,4692208","192,6914931",A562,01-20-17
1,"66,94445374","177,0260878",A563,01-20-17
1,"70,796979","199,9473831",A564,01-20-17
1,"65,29243478","168,7102903",A565,01-20-17
1,"61,75400983","123,528143",A566,01-20-17
1,"62,48067131","160,2422382",A567,01-20-17
1,"67,80567987","197,082611",A568,01-20-17
1,"69,52599428","161,9709376",A569,01-20-17
1,"72,50075663","201,6550559",A570,01-20-17
1,"70,48529474","194,7861983",A571,01-20-17
1,"66,68973599","162,5654067",A572,01-20-17
1,"71,29191758","175,8109677",A573,01-20-17
1,"71,7967672","209,3793102",A574,01-20-17
1,"73,05634425","204,4603316",A575,01-20-17
1,"68,85335437","210,8690842",A576,01-20-17
1,"66,04544386","169,3262842",A577,01-20-17
1,"73,98590142","223,326105",A578,01-20-17
1,"69,25161788","192,9468911",A579,01-20-17
1,"69,34065722","172,9048014",A580,01-20-17
1,"70,97626497","191,5721536",A581,01-20-17
1,"63,56127763","157,1195445",A582,01-20-17
1,"69,77015095","182,7954943",A583,01-20-17
1,"65,18847756","151,8869422",A584,01-20-17
